"","female","married","edu_high","inc_high","professional","attend_service","perceived_diversity","worried_corona","foreign_born","econ_bad","imm_contact","rally","age"
"397",1,0,1,0,0,1,20,3,0,2,0.8,0,59
"398",0,1,0,0,0,2,38,3,0,3,0.4,0,62
"399",0,1,1,1,0,5,20,3,1,2,0.6,18.1818181818182,56
"400",0,1,1,0,0,2,30,3,0,3,0.4,27.2727272727273,76
"401",0,1,0,0,0,1,15,3,0,2,0.4,36.3636363636364,49
"402",1,0,0,0,0,5,64,3,0,2,0.2,45.4545454545455,79
"403",0,1,1,1,0,2,8,3,0,2,0.4,0,74
"404",1,0,0,0,0,NA,37,2,0,2,0.6,45.4545454545455,74
"405",1,0,1,0,0,3,NA,2,0,2,0.2,90.9090909090909,54
"406",0,1,0,0,0,2,37,2,0,3,0.6,63.6363636363636,47
"407",1,1,1,1,0,2,30,2,0,2,0.4,0,77
"408",0,0,0,0,0,1,13,2,0,2,0.2,27.2727272727273,33
"409",0,1,1,0,0,1,8,3,0,2,0.4,0,44
"410",0,1,0,0,0,2,12,3,0,3,0.4,0,75
"411",1,1,1,0,0,2,25,3,0,2,0.2,45.4545454545455,32
"412",0,0,1,0,0,2,30,3,0,2,0.2,0,26
"413",0,0,1,0,0,4,13,2,0,2,0.2,0,23
"414",1,0,1,0,0,1,10,3,0,3,0.6,0,66
"415",1,1,1,0,0,1,13,2,1,3,0.8,54.5454545454545,52
"416",1,0,1,0,0,1,35,4,0,3,0,0,47
"417",0,1,1,1,1,2,36,3,0,2,0.4,0,51
"418",1,1,0,0,0,1,45,4,0,2,0.4,63.6363636363636,61
"419",1,1,0,0,0,2,NA,2,0,3,0,45.4545454545455,58
"420",1,1,1,0,0,2,50,3,0,3,0.6,27.2727272727273,56
"421",1,0,0,0,0,1,20,2,0,2,0,0,53
"422",0,1,1,0,1,3,26,1,0,2,1,72.7272727272727,72
"423",0,0,1,0,0,1,10,3,0,2,0,18.1818181818182,45
"424",1,1,1,1,0,1,20,3,0,2,0.8,0,72
"425",1,1,1,1,0,1,12,3,0,3,0.2,81.8181818181818,50
"426",1,0,1,1,0,2,29,3,0,1,0.4,9.09090909090909,27
"427",1,0,1,0,0,1,25,3,0,1,0.4,0,72
"428",1,0,0,0,0,2,30,3,0,2,0.4,0,49
"429",1,0,0,0,0,1,48,3,0,3,0,36.3636363636364,36
"430",0,0,0,0,0,2,21,3,0,2,0.8,9.09090909090909,61
"431",0,1,0,1,0,1,29,2,0,2,0.2,0,59
"432",0,0,0,0,0,2,19,3,1,NA,0,90.9090909090909,70
"433",1,1,0,0,0,2,43,3,0,2,0.4,NA,55
"434",1,1,1,1,0,1,26,2,0,2,0.2,0,63
"435",1,1,1,0,0,1,30,2,0,2,0,0,51
"436",0,1,0,1,1,1,28,4,0,3,0.6,45.4545454545455,48
"437",0,1,1,1,0,1,10,3,0,2,0.6,9.09090909090909,32
"438",1,1,1,1,0,2,30,3,0,2,0.2,18.1818181818182,60
"439",0,0,0,0,0,2,43,4,1,3,0.4,45.4545454545455,68
"440",1,1,0,0,0,1,NA,3,0,NA,0.6,27.2727272727273,49
"441",1,0,1,0,0,2,25,3,0,2,0.2,0,73
"442",1,0,0,0,0,2,48,3,0,2,0.4,81.8181818181818,60
"443",1,0,1,0,1,1,20,3,0,2,1,0,36
"444",1,0,1,0,0,2,NA,3,0,2,0.2,27.2727272727273,42
"445",1,1,1,0,0,2,NA,3,0,2,0.4,45.4545454545455,53
"446",0,0,1,0,0,1,23,2,0,2,0.4,27.2727272727273,63
"447",0,0,1,0,1,4,87,3,0,3,1,72.7272727272727,32
"448",0,0,1,1,0,1,35,4,0,2,0.2,0,82
"449",1,0,0,0,0,1,20,4,0,2,0.6,0,28
"450",1,0,0,0,0,2,16,2,0,2,0.2,63.6363636363636,33
"451",0,0,0,0,0,1,9,1,0,2,0.8,45.4545454545455,45
"452",1,0,0,0,0,1,30,3,0,3,0.8,9.09090909090909,56
"453",0,1,1,0,0,2,12,2,0,2,0.4,0,30
"454",1,0,0,0,0,2,NA,2,0,3,0,72.7272727272727,56
"455",1,1,0,0,0,1,20,4,1,3,0,27.2727272727273,58
"456",1,0,1,0,0,1,12,2,0,2,0.4,9.09090909090909,39
"457",0,1,0,1,0,2,10,2,0,3,0.2,0,46
"458",1,0,1,0,0,1,10,3,0,1,0.6,45.4545454545455,53
"459",0,0,0,1,0,1,16,3,0,2,0.2,36.3636363636364,58
"460",1,0,1,0,0,1,11,3,0,3,0.8,0,60
"461",0,0,1,0,0,1,13,3,0,3,0.4,9.09090909090909,44
"462",1,1,1,1,0,1,22,3,0,2,0.4,0,51
"463",1,1,1,1,0,4,17,2,0,2,0.2,72.7272727272727,75
"464",0,0,0,0,0,1,15,2,0,2,0.6,0,68
"465",1,0,0,0,0,5,34,2,0,NA,0.2,9.09090909090909,44
"466",1,1,1,0,0,2,25,3,0,2,0,72.7272727272727,37
"467",1,1,1,1,0,2,45,2,0,2,0.2,0,74
"468",1,1,1,0,0,1,21,2,0,2,0.4,9.09090909090909,52
"469",1,0,1,0,1,1,29,3,0,2,0.6,0,57
"470",1,0,1,0,1,2,13,2,0,2,0,0,47
"471",0,1,1,1,0,1,32,3,0,3,0.4,54.5454545454545,34
"472",1,1,0,0,0,2,40,4,0,2,0,54.5454545454545,68
"473",1,0,1,0,0,1,NA,4,0,2,0.6,0,46
"474",1,0,0,0,0,2,29,4,0,2,0.4,0,44
"475",0,1,1,1,1,1,6,2,0,2,0.2,9.09090909090909,31
"476",0,1,1,0,0,1,38,3,0,3,0.6,18.1818181818182,50
"477",0,1,0,0,0,5,NA,3,0,3,0.4,0,72
"478",1,0,1,0,1,1,16,2,0,2,0,9.09090909090909,36
"479",1,1,0,0,0,1,30,3,0,2,0,81.8181818181818,61
"480",0,0,1,0,1,NA,8,3,0,3,0.8,9.09090909090909,57
"481",1,1,1,0,0,1,NA,4,0,1,1,0,23
"482",0,1,1,1,1,2,10,3,0,2,0.4,54.5454545454545,52
"483",0,1,0,1,0,2,5,3,0,2,0,0,50
"484",1,1,1,0,0,2,30,3,0,3,0.2,36.3636363636364,58
"485",0,1,1,0,1,4,53,3,0,1,0.8,36.3636363636364,35
"486",1,1,1,0,0,2,15,3,0,2,0.4,9.09090909090909,69
"487",1,1,1,0,1,1,69,3,0,1,0.6,9.09090909090909,45
"488",1,0,1,0,0,1,11,2,0,2,0.2,0,68
"489",1,0,1,0,0,3,30,2,0,3,0.8,18.1818181818182,72
"490",0,0,0,0,0,1,NA,2,0,2,0,0,39
"491",0,0,1,0,0,2,45,2,0,1,0.4,0,28
"492",0,1,0,1,0,2,23,2,0,2,0.8,72.7272727272727,46
"493",0,1,0,0,0,2,25,2,0,3,0.6,0,78
"494",1,1,1,1,1,2,9,3,0,2,0.6,0,37
"495",1,0,0,0,0,2,29,3,0,3,0,63.6363636363636,69
"496",1,0,0,0,0,1,30,3,0,NA,0,0,55
"497",0,1,0,1,0,2,24,2,1,3,0,0,61
"498",1,0,1,0,0,3,28,4,0,3,0.4,9.09090909090909,79
"499",1,1,1,0,0,2,4,2,0,3,0.4,9.09090909090909,33
"500",0,1,1,1,0,5,53,3,0,1,1,54.5454545454545,35
"501",0,0,1,0,1,2,10,4,0,3,0.4,9.09090909090909,52
"502",0,1,1,1,0,1,29,2,0,2,0.8,0,71
"503",1,0,0,0,0,5,47,3,0,2,0.2,18.1818181818182,61
"504",1,1,1,0,0,1,35,2,0,2,1,0,42
"505",0,1,0,1,0,2,20,2,0,2,0.4,54.5454545454545,48
"506",0,0,1,0,1,1,14,2,0,1,1,36.3636363636364,29
"507",1,1,1,0,0,2,10,3,0,2,0.6,0,69
"508",1,0,1,0,0,2,5,3,0,1,0.6,36.3636363636364,21
"509",1,0,1,0,0,3,34,4,0,2,0.4,81.8181818181818,71
"510",1,0,0,0,0,1,81,3,0,1,0.4,90.9090909090909,35
"511",1,0,1,0,0,2,30,3,0,3,0.4,0,45
"512",0,1,0,1,0,3,NA,3,0,2,0.2,72.7272727272727,57
"513",0,1,1,1,1,1,21,3,0,2,0.4,0,49
"514",1,1,1,0,0,2,10,3,0,2,0.4,90.9090909090909,32
"515",0,0,1,0,0,1,3,2,0,2,0.8,0,43
"516",0,1,0,0,0,1,30,4,0,3,0.6,18.1818181818182,36
"517",0,0,1,0,0,3,20,2,0,2,0.8,27.2727272727273,30
"518",1,1,1,1,1,3,22,2,0,2,0.4,0,41
"519",1,0,0,0,0,1,20,2,0,3,0.4,0,32
"520",1,1,1,0,0,2,42,4,0,3,0.4,0,56
"521",0,1,0,0,0,1,NA,4,0,3,0.4,72.7272727272727,66
"522",0,0,0,0,0,1,72,3,0,NA,0.2,90.9090909090909,33
"523",1,1,1,0,1,1,39,2,0,2,0.4,54.5454545454545,45
"524",1,0,1,0,0,1,25,4,0,3,0.8,0,50
"525",1,0,1,0,0,1,30,3,0,3,0.2,63.6363636363636,51
"526",1,1,1,0,0,1,29,2,0,3,0.4,9.09090909090909,48
"527",0,0,1,1,1,2,19,2,0,2,0.6,54.5454545454545,61
"528",1,1,0,0,0,1,17,3,0,2,0.4,9.09090909090909,60
"529",1,1,1,0,0,1,30,1,1,2,0.6,27.2727272727273,69
"530",1,0,1,1,0,2,21,4,0,2,0.6,0,48
"531",1,0,0,0,0,2,62,1,0,3,0.2,36.3636363636364,69
"532",1,0,0,0,0,1,44,4,0,2,0,81.8181818181818,58
"533",1,0,1,1,1,1,28,3,0,2,0.8,0,47
"534",0,1,0,1,0,1,NA,4,0,3,0.4,45.4545454545455,76
"535",0,0,1,0,0,2,22,4,0,3,0.4,63.6363636363636,41
"536",1,0,0,0,0,1,42,3,0,3,0.2,63.6363636363636,53
"537",1,1,1,0,0,3,8,2,0,2,0.6,9.09090909090909,46
"538",1,1,1,1,1,1,46,3,0,2,0.6,45.4545454545455,51
"539",1,0,1,0,0,1,3,4,0,3,0.4,0,57
"540",1,1,1,0,1,1,7,3,0,2,0.2,0,48
"541",1,1,1,1,1,1,17,4,0,3,0.8,27.2727272727273,50
"542",0,0,0,0,0,1,7,3,0,3,0.2,9.09090909090909,50
"543",0,0,1,0,0,2,10,4,0,3,0.8,0,51
"544",1,0,1,1,0,1,20,3,0,2,0,0,22
"545",1,0,1,0,0,2,36,1,0,2,0.8,0,65
"546",0,0,1,0,0,1,20,2,0,2,0.8,0,73
"547",1,0,1,0,1,2,33,4,0,3,0,63.6363636363636,49
"548",0,0,1,0,0,1,30,2,0,1,0.4,0,49
"549",1,1,1,0,0,NA,76,4,0,3,0,9.09090909090909,40
"550",0,0,0,1,0,2,49,3,0,2,0.4,9.09090909090909,60
"551",0,1,1,0,0,1,40,2,0,3,0.8,0,35
"552",1,0,1,0,1,1,25,2,0,3,0.6,9.09090909090909,57
"553",1,0,1,0,0,1,25,3,0,2,0.4,0,48
"554",1,1,0,0,0,1,30,3,0,2,0,45.4545454545455,35
"555",1,1,0,1,0,2,40,3,0,3,0,0,55
"556",0,1,1,1,0,1,8,3,0,2,0.4,0,76
"557",0,1,0,0,0,1,71,3,0,1,0,72.7272727272727,34
"558",1,1,1,1,0,3,11,4,0,3,0.8,54.5454545454545,72
"559",1,0,1,0,0,1,31,2,0,2,0.8,0,58
"560",1,0,0,0,0,2,30,4,0,3,0.8,63.6363636363636,31
"561",1,1,0,0,0,2,40,4,0,3,0.4,0,63
"562",0,0,1,0,0,1,15,2,0,2,0.2,36.3636363636364,38
"563",0,1,0,0,0,1,2,3,0,1,0.6,NA,44
"564",1,1,0,0,0,2,37,3,0,3,0.2,NA,63
"565",1,1,0,1,0,5,81,2,0,2,0,72.7272727272727,37
"566",0,1,0,0,0,5,10,2,0,2,0.8,36.3636363636364,60
"567",0,0,1,1,1,1,6,3,0,3,0.6,0,65
"568",0,0,0,0,0,NA,8,3,0,3,0,27.2727272727273,49
"569",1,0,0,0,0,1,25,2,0,3,0.8,0,73
"570",1,1,1,0,0,2,NA,4,0,2,0,9.09090909090909,67
"571",1,0,1,0,0,1,84,2,1,1,1,63.6363636363636,20
"572",0,0,1,0,0,2,25,3,0,3,0,9.09090909090909,43
"573",1,0,0,0,0,2,20,4,0,3,0.8,45.4545454545455,62
"574",0,1,1,1,1,1,7,3,0,2,0.6,0,45
"575",1,0,0,0,0,2,50,3,0,2,0.8,45.4545454545455,59
"576",1,0,1,0,0,1,10,3,0,2,0,0,27
"577",0,0,1,0,0,2,20,2,0,3,0.4,0,35
"578",0,1,1,1,1,2,42,2,0,1,0.4,54.5454545454545,54
"579",0,1,1,0,0,5,31,3,0,1,1,0,71
"580",0,1,1,1,0,1,7,2,0,2,0.2,0,80
"581",0,1,0,0,0,2,1,2,0,3,0,54.5454545454545,34
"582",1,0,1,1,0,1,35,3,0,2,0.2,27.2727272727273,35
"583",1,1,1,1,0,1,15,3,0,3,0.4,9.09090909090909,52
"584",0,1,0,0,0,1,10,3,0,3,0.2,0,57
"585",1,1,1,1,0,1,97,2,0,2,0.4,9.09090909090909,41
"586",1,1,0,0,0,2,20,3,0,2,0.2,9.09090909090909,71
"587",0,1,1,1,0,1,9,3,1,2,0.2,0,66
"588",0,1,0,0,0,1,12,3,0,2,0,0,70
"589",0,1,0,1,1,2,5,1,0,2,0.8,45.4545454545455,63
"590",1,1,0,0,0,2,15,4,0,1,0.8,0,64
"591",0,0,1,1,1,3,2,4,0,2,0.8,9.09090909090909,35
"592",1,1,0,0,0,1,NA,3,0,2,0.2,54.5454545454545,48
"593",1,1,0,0,0,3,NA,3,0,3,0.6,0,29
"594",1,0,1,1,1,1,40,2,0,2,0.8,0,71
"595",0,1,1,1,0,1,15,2,0,3,0.4,36.3636363636364,67
"596",0,1,0,0,0,1,0,1,0,3,0,9.09090909090909,59
"597",0,1,0,0,0,1,15,1,0,3,0.6,0,40
"598",0,0,1,0,1,1,36,2,0,2,1,18.1818181818182,52
"599",1,0,1,0,0,2,28,4,0,2,1,90.9090909090909,47
"600",1,0,1,0,0,1,13,3,0,2,0.2,72.7272727272727,48
"601",1,0,0,0,0,1,20,3,0,NA,0.2,36.3636363636364,66
"602",0,0,0,0,0,1,30,2,0,3,0.4,72.7272727272727,68
"603",0,0,0,0,0,2,10,1,0,3,0.6,0,58
"604",1,1,0,1,0,3,36,4,0,2,0.4,18.1818181818182,70
"605",1,0,1,0,0,1,26,4,0,3,0.8,9.09090909090909,75
"606",0,0,0,0,0,1,NA,2,0,2,0,0,36
"607",0,1,1,0,0,3,21,3,0,3,0.6,45.4545454545455,71
"608",0,1,0,0,0,2,40,3,0,3,0.2,72.7272727272727,62
"609",1,0,1,0,0,1,10,2,0,3,0.8,0,49
"610",1,0,0,0,0,1,15,2,0,2,0.6,0,63
"611",1,1,1,1,1,2,34,4,0,3,1,72.7272727272727,55
"612",1,0,1,0,0,1,28,3,0,2,0.4,NA,61
"613",0,1,0,1,0,2,8,2,0,3,0.6,18.1818181818182,59
"614",0,1,1,1,1,3,11,3,0,2,0.2,9.09090909090909,49
"615",1,1,0,1,0,3,29,3,0,2,0.4,0,65
"616",0,1,0,0,0,2,40,3,0,1,0.4,9.09090909090909,80
"617",0,0,0,0,0,1,8,3,0,3,0.2,63.6363636363636,28
"618",0,0,0,0,0,2,13,2,0,2,0.4,18.1818181818182,74
"619",1,0,1,0,0,1,NA,2,1,2,0.8,0,65
"620",0,1,1,1,0,1,43,3,0,3,0.2,27.2727272727273,32
"621",1,1,0,0,0,1,NA,4,0,3,0.6,45.4545454545455,66
"622",0,1,1,0,0,1,10,2,0,1,0.2,0,30
"623",0,1,1,1,1,1,20,3,0,3,0.8,0,67
"624",0,1,0,0,0,2,30,4,0,2,0.8,0,68
"625",0,0,1,0,0,4,13,4,1,3,1,0,28
"626",0,0,1,0,0,3,8,4,0,2,0.4,0,23
"627",0,1,1,0,0,2,39,4,0,2,0.2,54.5454545454545,78
"628",0,1,1,0,0,1,25,3,0,1,0.4,0,35
"629",0,1,0,1,0,3,21,3,0,3,0.6,27.2727272727273,69
"630",0,1,0,0,0,1,8,2,0,2,0,90.9090909090909,70
"631",1,1,1,0,0,NA,NA,4,0,2,0.2,NA,46
"632",0,1,1,1,0,5,7,3,0,3,0.4,9.09090909090909,75
"633",1,0,0,0,0,2,44,3,1,2,0.6,9.09090909090909,79
"634",0,0,0,0,0,4,40,4,0,3,0.6,81.8181818181818,35
"635",0,1,0,1,0,1,13,3,0,2,0.2,0,69
"636",0,1,0,0,0,1,30,4,0,3,0.2,45.4545454545455,72
"637",1,1,1,0,1,1,NA,3,0,3,0.8,45.4545454545455,40
"638",0,1,0,0,0,2,40,4,0,3,0.4,NA,85
"639",1,0,0,0,0,NA,38,3,0,3,0.4,18.1818181818182,67
"640",0,0,0,0,0,2,6,3,0,3,0.6,36.3636363636364,61
"641",0,1,0,0,0,4,88,3,0,1,0.4,90.9090909090909,31
"642",0,1,1,1,1,1,5,3,0,3,0.6,0,67
"643",0,1,1,1,1,1,17,3,0,2,0.4,0,64
"644",0,0,1,0,0,2,11,2,0,2,0.2,9.09090909090909,73
"645",0,0,1,1,0,4,37,2,0,3,0.8,81.8181818181818,76
"646",0,1,1,0,0,1,31,2,0,3,0,90.9090909090909,77
"647",0,1,1,1,0,2,40,3,0,2,0.6,0,67
"648",1,0,0,0,0,1,72,3,0,2,0,81.8181818181818,33
"649",0,1,0,1,0,2,15,2,0,1,0.8,27.2727272727273,76
"650",0,1,0,0,0,1,10,3,0,3,0.6,0,78
"651",0,1,1,0,0,3,15,2,0,3,0.6,18.1818181818182,70
"652",1,0,0,0,0,1,20,3,0,2,0.4,0,72
"653",0,1,1,1,0,2,28,3,0,2,0,0,69
"654",0,0,0,0,0,1,24,4,0,2,0.2,90.9090909090909,34
"655",0,1,0,0,0,2,10,4,0,3,0.4,27.2727272727273,64
"656",1,1,1,0,0,1,87,4,0,3,0.8,45.4545454545455,51
"657",0,1,1,1,0,3,34,2,0,2,0.2,0,34
"658",1,0,0,0,0,1,20,2,0,3,0.6,9.09090909090909,74
"659",0,1,1,0,0,5,10,3,0,NA,0.2,27.2727272727273,74
"660",0,0,1,0,0,5,7,2,0,3,0.6,0,24
"661",0,1,0,0,0,2,45,4,0,3,0.4,9.09090909090909,74
"662",0,1,1,1,0,5,50,2,0,2,0.2,0,76
"663",0,1,0,1,0,3,18,3,0,3,0.8,27.2727272727273,50
"664",0,1,1,1,0,1,22,2,0,2,0.6,72.7272727272727,32
"665",1,1,1,1,0,1,37,3,1,2,0.4,9.09090909090909,77
"666",0,1,1,1,1,1,35,2,0,2,1,NA,33
"667",0,1,1,1,0,1,5,3,0,2,0,0,47
"668",0,1,0,1,0,2,40,4,0,2,0.2,54.5454545454545,74
"669",1,0,0,0,0,1,13,3,0,2,0.2,9.09090909090909,64
"670",0,1,0,0,0,1,31,3,0,3,0.6,0,70
"671",1,0,0,1,0,1,43,2,0,2,0.2,0,38
"672",0,0,1,0,0,4,26,3,0,3,0.2,45.4545454545455,72
"673",0,1,0,0,0,1,NA,4,0,2,0,45.4545454545455,67
"674",0,1,1,1,1,1,15,2,0,2,0.6,0,47
"675",0,1,0,0,0,2,21,3,0,2,0,0,70
"676",0,1,1,1,0,1,7,4,0,2,0.4,0,73
"677",1,0,1,1,1,1,6,2,0,2,0.6,9.09090909090909,30
"678",1,1,1,1,0,1,12,3,0,2,0.4,27.2727272727273,72
"679",0,1,1,0,0,1,10,4,0,NA,0.6,0,66
"680",1,0,1,0,0,2,33,1,0,2,0.2,36.3636363636364,63
"681",0,0,1,0,1,2,12,2,0,2,0.8,36.3636363636364,28
"682",0,1,1,1,0,2,20,2,0,2,0.2,9.09090909090909,70
"683",0,1,1,1,1,2,22,4,1,3,1,9.09090909090909,36
"684",0,1,1,1,0,1,16,2,0,1,1,0,74
"685",0,0,1,0,0,2,27,3,0,3,0.2,9.09090909090909,48
"686",1,0,0,0,0,2,NA,4,0,3,0.4,0,68
"687",0,0,0,0,0,1,NA,3,0,2,0,90.9090909090909,69
"688",1,1,0,0,0,1,15,3,0,3,0.2,9.09090909090909,60
"689",1,0,0,0,0,2,25,3,0,2,0.2,45.4545454545455,57
"690",1,1,1,0,0,1,6,4,0,2,0.4,27.2727272727273,73
"691",1,1,0,0,0,2,59,3,0,3,0.4,36.3636363636364,63
"692",0,0,1,0,0,1,27,2,0,2,0.2,0,27
"693",0,1,1,0,0,2,15,3,0,2,0.2,9.09090909090909,71
"694",0,1,0,0,0,1,20,1,0,2,0.6,45.4545454545455,35
"695",1,1,1,1,1,2,30,1,0,2,0.4,45.4545454545455,33
"696",0,1,1,0,0,1,30,1,0,3,0.6,90.9090909090909,74
"697",0,0,1,0,0,2,20,3,0,2,0.4,0,25
"698",1,1,0,0,0,3,20,3,0,3,0.4,72.7272727272727,68
"699",0,0,1,0,0,1,50,2,0,1,0.6,36.3636363636364,22
"700",1,0,1,0,0,1,31,2,0,2,0.8,45.4545454545455,68
"701",0,1,0,0,0,2,11,3,1,3,0.8,45.4545454545455,72
"702",0,1,0,0,0,3,40,3,0,2,0.2,45.4545454545455,71
"703",0,0,1,0,0,2,15,2,0,2,0.6,0,67
"704",0,1,0,1,0,1,25,3,0,2,0.4,0,74
"705",1,0,0,0,0,2,29,3,0,3,0.2,72.7272727272727,54
"706",0,1,0,1,0,3,25,3,0,3,0.4,0,74
"707",0,1,0,0,0,2,25,3,0,3,0,72.7272727272727,79
"708",1,0,1,0,0,1,30,4,0,3,0.6,0,75
"709",1,1,0,0,0,2,42,3,0,2,0.2,0,71
"710",1,1,1,1,0,3,28,3,0,2,0.6,0,49
"711",0,1,0,0,0,1,8,4,0,2,0.4,0,73
"712",1,1,0,0,0,2,18,4,0,2,0.4,36.3636363636364,67
"713",0,0,1,1,0,2,20,3,0,2,0.6,36.3636363636364,71
"714",0,1,1,1,1,2,14,3,0,1,0.6,0,63
"715",0,1,1,1,0,3,15,4,1,3,0.8,0,34
"716",0,1,0,0,0,1,20,3,0,3,0.2,72.7272727272727,72
"717",0,0,1,0,0,1,48,3,0,2,0.8,0,69
"718",1,1,1,1,1,2,15,4,0,2,0.4,63.6363636363636,37
"719",0,0,0,0,0,1,40,1,0,3,0,0,57
"720",0,1,0,0,0,1,NA,4,0,3,0,45.4545454545455,35
"721",1,1,1,1,0,1,11,3,0,2,0.4,0,71
"722",1,1,1,1,1,3,10,1,0,2,0.6,0,62
"723",0,0,0,0,0,NA,24,4,0,3,0.4,72.7272727272727,20
"724",1,1,1,0,0,5,31,4,0,2,0,81.8181818181818,29
"725",0,1,0,1,0,2,20,3,0,3,0.8,54.5454545454545,73
"726",0,1,0,1,0,1,9,2,0,1,0.8,72.7272727272727,75
"727",0,1,0,1,0,2,30,3,0,3,0.2,36.3636363636364,49
"728",1,0,1,0,0,1,12,2,0,2,0.2,18.1818181818182,29
"729",0,1,0,1,0,2,22,4,0,1,0.6,0,69
"730",0,1,1,1,0,1,15,3,0,2,0.4,27.2727272727273,73
"731",0,0,0,0,0,2,30,3,0,2,0.8,0,70
"732",0,0,0,0,0,1,12,1,0,2,0.8,0,21
"733",0,1,0,0,0,1,17,4,0,3,0.4,18.1818181818182,73
"734",0,1,0,0,0,1,35,4,0,2,0.2,0,68
"735",1,1,1,1,1,2,68,4,0,3,0.4,81.8181818181818,35
"736",0,1,1,0,0,1,28,2,0,2,0.6,0,72
"737",0,0,1,0,0,2,23,3,0,2,0.8,63.6363636363636,32
"738",0,1,0,0,0,2,25,4,0,2,0.4,45.4545454545455,75
"739",0,0,1,0,0,2,21,1,0,NA,0,45.4545454545455,22
"740",0,1,0,1,0,2,15,3,0,2,0.6,0,74
"741",0,1,1,1,0,2,18,3,0,2,0.4,63.6363636363636,67
"742",0,1,0,0,0,3,15,2,0,2,0.2,54.5454545454545,76
"743",0,1,0,0,0,2,18,2,0,2,0.2,9.09090909090909,58
"744",0,0,1,1,0,1,9,3,0,2,0.6,0,22
"745",0,1,0,1,0,1,27,3,0,2,0.4,0,64
"746",0,0,0,0,0,2,15,3,0,2,0.2,9.09090909090909,75
"747",0,1,1,0,1,1,93,4,0,1,1,90.9090909090909,31
"748",0,0,1,0,1,1,10,3,0,2,0.8,0,57
"749",0,1,1,1,0,1,11,3,0,2,0.8,0,73
"750",0,0,0,0,0,3,10,3,0,2,0.4,27.2727272727273,74
"751",0,1,1,1,0,2,10,3,0,2,0.4,0,69
"752",0,0,0,1,0,1,13,2,0,3,0.2,0,57
"753",0,0,1,1,0,2,24,3,0,1,0.4,0,52
"754",1,0,0,0,0,2,33,2,0,3,0.2,81.8181818181818,65
"755",0,1,0,1,0,2,5,2,0,2,0.4,9.09090909090909,65
"756",1,0,1,0,0,4,41,3,0,1,0.6,0,66
"757",0,0,1,1,0,1,9,1,0,2,0,0,36
"758",0,1,0,0,0,1,NA,3,0,NA,0.8,45.4545454545455,29
"759",0,0,0,0,0,2,21,3,0,3,0.2,72.7272727272727,62
"760",1,1,0,0,0,3,21,2,0,3,0.6,27.2727272727273,56
"761",0,1,0,0,0,1,11,3,0,2,0.2,36.3636363636364,27
"762",0,1,0,1,0,1,18,3,0,2,0.8,72.7272727272727,72
"763",1,1,0,0,0,2,NA,4,0,2,0.4,18.1818181818182,71
"764",0,1,1,0,0,4,61,4,0,2,0.6,NA,26
"765",0,0,1,0,0,1,12,1,0,2,0.4,0,60
"766",0,1,1,1,0,5,37,3,0,3,0.6,9.09090909090909,71
"767",0,1,0,0,0,2,30,2,0,2,0.2,45.4545454545455,77
"768",1,0,0,0,0,1,30,3,0,3,0.2,0,71
"769",0,0,0,0,0,1,61,2,0,2,1,18.1818181818182,19
"770",1,0,0,0,0,2,50,3,0,3,0,54.5454545454545,67
"771",0,1,0,1,0,4,28,3,0,2,0.2,45.4545454545455,72
"772",0,0,1,0,1,1,2,2,0,2,0,0,52
"773",1,0,1,0,0,1,12,1,0,2,0.2,0,81
"774",0,0,0,0,0,1,NA,3,0,3,0.8,45.4545454545455,27
"775",1,0,0,0,0,1,NA,3,0,2,0.4,0,75
"776",1,0,0,0,0,2,25,4,0,3,0.4,45.4545454545455,73
"777",0,1,1,1,0,1,20,3,0,3,0.2,36.3636363636364,74
"778",1,0,1,0,0,2,30,3,0,2,0,0,65
"779",1,0,1,0,1,1,37,4,0,2,0.8,0,49
"780",1,0,1,0,0,1,13,3,0,2,0,0,31
"781",1,0,1,0,0,1,15,2,0,2,0.4,0,62
"782",1,1,0,1,0,2,20,3,0,2,0,0,69
"783",0,1,0,1,0,1,16,3,0,2,0.4,72.7272727272727,71
"784",0,1,0,0,0,1,12,3,0,2,0.8,63.6363636363636,57
"785",0,0,1,1,0,4,20,3,0,2,0.2,0,26
"786",1,0,0,0,0,1,31,2,0,NA,0.8,0,64
"787",0,0,0,1,0,2,15,3,0,2,0.8,45.4545454545455,57
"788",0,0,0,0,0,1,15,3,0,3,0.2,63.6363636363636,36
"789",0,1,0,0,0,2,25,3,0,3,0.2,0,73
"790",0,1,1,1,1,1,18,3,0,2,0.4,0,27
"791",0,0,1,0,0,1,10,3,0,3,1,36.3636363636364,22
"792",1,0,1,0,0,3,68,2,0,2,0.6,27.2727272727273,36
"793",0,0,0,0,0,1,7,2,0,3,0,0,31
"794",0,1,1,0,0,1,10,2,0,3,0.6,45.4545454545455,35
"795",0,0,0,0,0,2,40,3,0,3,0.6,36.3636363636364,35
"796",1,0,1,0,0,5,9,1,1,3,0.8,0,35
"797",0,1,0,1,0,2,NA,4,0,2,0.8,0,75
"798",0,1,1,0,0,1,26,3,0,3,0.2,18.1818181818182,68
"799",0,1,1,1,0,2,15,3,0,2,0.8,0,68
"800",0,0,0,1,0,1,50,2,0,2,0.2,90.9090909090909,25
"801",1,0,0,0,0,3,30,3,0,3,0.2,9.09090909090909,70
"802",0,1,0,0,0,2,19,3,0,2,0.2,54.5454545454545,71
