"","female","married","worried_corona","inc_low","edu_high","foreign_born","inactive_worker","rent","age","far_right"
"599",0,0,3,0,1,0,0,1,43,9
"600",1,0,4,1,0,0,1,1,62,45
"601",0,1,3,0,1,0,0,0,45,0
"602",1,0,3,1,0,0,1,1,59,45
"603",1,0,3,0,1,0,0,0,27,0
"604",0,0,2,0,1,0,0,0,35,0
"605",0,1,2,0,1,0,0,0,54,55
"606",0,1,3,0,1,0,1,0,71,0
"607",0,1,2,0,1,0,1,0,80,0
"608",0,1,2,0,0,0,0,1,34,55
"609",1,0,3,0,1,0,0,1,35,27
"610",1,1,3,0,1,0,0,0,52,9
"611",0,1,3,0,0,0,0,0,57,0
"612",1,1,2,0,1,0,0,0,41,9
"613",1,1,3,0,0,0,1,0,71,9
"614",0,1,3,0,1,1,1,0,66,0
"615",0,1,3,0,0,0,1,0,70,0
"616",0,1,1,0,0,0,0,0,63,45
"617",1,1,4,1,0,0,1,0,64,0
"618",0,0,4,0,1,0,0,1,35,9
"619",1,1,3,0,0,0,0,0,48,55
"620",1,1,3,1,0,0,1,1,29,0
"621",1,0,2,0,1,0,0,1,71,0
"622",0,1,2,0,1,0,1,0,67,36
"623",0,1,1,0,0,0,0,0,59,9
"624",0,1,1,0,0,0,0,1,40,0
"625",0,0,2,0,1,0,0,1,52,18
"626",1,0,4,1,1,0,0,0,47,91
"627",1,0,3,1,1,0,0,1,48,73
"628",1,0,3,1,0,0,0,1,66,36
"629",0,0,2,0,0,0,1,0,68,73
"630",1,0,3,0,1,0,0,0,48,0
"631",0,0,1,1,0,0,0,0,58,0
"632",1,1,4,0,0,0,1,0,70,18
"633",1,0,4,1,1,0,1,1,75,9
"634",0,0,2,1,0,0,0,1,36,0
"635",0,1,3,0,1,0,1,1,71,45
"636",0,1,3,0,0,0,1,0,62,73
"637",1,0,2,1,1,0,0,0,49,0
"638",1,0,2,1,0,0,0,0,63,0
"639",1,1,4,0,1,0,0,0,55,73
"640",1,0,3,0,1,0,1,0,61,NA
"641",0,1,2,0,0,0,1,0,59,18
"642",0,1,3,0,1,0,0,0,49,9
"643",1,1,3,0,0,0,1,0,65,0
"644",0,1,3,1,0,0,1,0,80,9
"645",0,0,3,0,0,0,0,0,28,64
"646",0,0,2,0,0,0,1,0,74,18
"647",1,0,2,0,1,1,1,0,65,0
"648",0,1,3,0,1,0,1,0,32,27
"649",1,1,4,1,0,0,1,1,66,45
"650",0,1,2,0,1,0,0,0,30,0
"651",0,1,3,0,1,0,0,0,67,0
"652",0,1,4,0,0,0,1,0,68,0
"653",0,0,4,0,1,1,1,1,28,0
"654",0,0,4,1,1,0,1,1,23,0
"655",0,1,4,0,1,0,1,0,78,55
"656",0,1,3,0,1,0,0,0,35,0
"657",0,1,3,0,0,0,1,1,69,27
"658",0,1,2,0,0,0,1,1,70,91
"659",1,1,4,0,1,0,0,0,46,NA
"660",0,1,3,0,1,0,1,0,75,9
"661",1,0,3,1,0,1,1,0,79,9
"662",0,0,4,0,0,0,0,1,35,82
"663",0,1,3,0,0,0,0,1,69,0
"664",0,1,4,1,0,0,1,0,72,45
"665",1,1,3,0,1,0,0,1,40,45
"666",0,1,4,1,0,0,1,0,85,NA
"667",1,0,3,0,0,0,1,0,67,18
"668",0,0,3,0,0,0,0,0,61,36
"669",0,1,3,0,0,0,0,0,31,91
"670",0,1,3,0,1,0,0,0,67,0
"671",0,1,3,0,1,0,0,0,64,0
"672",0,0,2,1,1,0,1,0,73,9
"673",0,0,2,0,1,0,1,0,76,82
"674",0,0,3,0,1,0,0,0,32,18
"675",0,1,2,1,1,0,1,1,77,91
"676",0,0,4,1,0,0,0,0,22,64
"677",0,1,2,1,0,0,1,0,76,27
"678",0,1,3,0,1,0,1,0,67,0
"679",1,0,3,1,0,0,1,1,33,82
"680",0,1,2,0,0,0,1,0,76,27
"681",0,1,3,0,0,0,1,0,78,0
"682",1,1,4,0,0,0,1,0,76,NA
"683",0,1,2,0,1,0,1,0,70,18
"684",0,1,3,0,0,0,1,0,72,55
"685",1,0,3,0,0,0,1,0,72,0
"686",0,1,3,0,1,0,1,0,69,0
"687",0,0,4,0,0,0,0,1,34,91
"688",0,1,4,1,0,0,1,0,64,27
"689",1,1,4,0,1,0,0,1,51,45
"690",0,1,2,0,1,0,0,1,34,0
"691",1,0,2,0,0,0,1,0,74,9
"692",0,1,3,0,1,0,1,0,74,27
"693",0,0,2,1,1,0,0,1,24,0
"694",0,1,4,0,0,0,1,1,74,9
"695",1,0,3,0,1,0,0,0,38,0
"696",0,1,2,0,1,0,1,0,76,0
"697",0,1,3,0,0,0,0,0,50,27
"698",0,1,2,0,1,0,0,1,32,73
"699",1,1,3,0,1,1,1,0,77,9
"700",0,1,2,0,1,0,0,0,33,NA
"701",0,1,3,0,1,0,0,0,47,0
"702",0,1,4,0,0,0,1,0,74,55
"703",1,0,3,1,0,0,1,0,64,9
"704",0,1,3,0,0,0,1,0,70,0
"705",1,0,2,0,0,0,1,0,38,0
"706",0,0,3,0,1,0,1,1,72,45
"707",0,1,4,1,0,0,1,0,67,45
"708",0,1,2,0,1,0,0,0,47,0
"709",0,1,3,1,0,0,1,0,70,0
"710",0,1,4,0,1,0,1,0,73,0
"711",1,0,2,0,1,0,0,0,30,9
"712",1,1,3,0,1,0,1,0,72,27
"713",0,1,4,0,1,0,1,0,66,0
"714",1,0,1,0,1,0,0,0,63,36
"715",0,0,2,0,1,0,0,1,28,36
"716",0,1,2,0,1,0,1,0,70,9
"717",0,1,4,0,1,1,0,1,36,9
"718",0,1,2,0,1,0,1,0,74,0
"719",0,0,3,0,1,0,0,0,48,9
"720",1,0,4,0,0,0,1,1,68,0
"721",0,0,3,0,0,0,0,1,26,45
"722",0,0,3,0,0,0,1,1,69,91
"723",1,1,3,0,0,0,1,0,60,9
"724",1,0,3,1,0,0,0,1,57,45
"725",1,1,4,0,1,0,1,0,73,27
"726",1,1,3,0,0,0,1,0,63,36
"727",0,0,2,0,1,0,0,0,27,0
"728",0,1,3,0,1,0,1,0,71,9
"729",0,1,1,0,0,0,0,1,35,45
"730",1,1,1,0,1,0,0,0,33,45
"731",0,1,1,0,1,0,1,0,74,91
"732",0,0,3,1,1,0,0,1,25,0
"733",1,1,3,0,0,0,1,1,68,73
"734",0,0,2,1,1,0,1,1,22,36
"735",1,0,2,0,1,0,1,0,68,45
"736",0,1,3,0,0,1,1,0,72,45
"737",0,0,3,0,1,0,0,1,29,0
"738",0,1,3,0,0,0,1,0,71,45
"739",0,0,2,0,1,0,1,0,67,0
"740",0,1,3,0,0,0,1,0,74,0
"741",1,0,3,1,0,0,0,1,54,73
"742",0,1,3,0,0,0,1,0,74,0
"743",0,1,3,0,0,0,1,0,79,73
"744",1,0,4,0,1,0,1,0,75,0
"745",1,1,3,0,0,0,1,0,71,0
"746",1,1,3,0,1,0,0,0,49,0
"747",0,1,4,0,0,0,1,0,73,0
"748",1,1,4,0,0,0,1,0,67,36
"749",0,0,3,0,1,0,1,0,71,36
"750",0,1,3,0,1,0,0,0,63,0
"751",0,1,4,0,1,1,0,1,34,0
"752",0,1,3,1,0,0,1,0,72,73
"753",0,0,3,0,1,0,1,0,69,0
"754",1,1,4,0,1,0,0,0,37,64
"755",0,0,1,1,0,0,1,1,57,0
"756",0,1,4,1,0,0,0,0,35,45
"757",1,1,3,0,1,0,1,0,71,0
"758",1,1,1,0,1,0,0,0,62,0
"759",0,0,4,0,0,0,1,1,20,73
"760",1,1,4,1,1,0,1,0,29,82
"761",0,1,3,0,0,0,1,0,73,55
"762",0,1,2,0,0,0,1,0,75,73
"763",0,1,3,0,0,0,0,0,49,36
"764",1,0,2,1,1,0,0,1,29,18
"765",0,1,4,0,0,0,1,1,69,0
"766",0,1,3,0,1,0,1,0,73,27
"767",0,0,3,0,0,0,1,0,70,0
"768",0,0,1,0,0,0,1,0,21,0
"769",0,1,4,0,0,0,1,1,73,18
"770",0,1,4,0,0,0,1,0,68,0
"771",1,1,4,0,1,0,0,0,35,82
"772",0,1,2,0,1,0,1,0,72,0
"773",0,0,3,0,1,0,0,0,32,64
"774",0,1,4,0,0,0,1,0,75,45
"775",0,0,1,0,1,0,1,0,22,45
"776",0,1,3,0,0,0,1,0,74,0
"777",0,1,3,0,1,0,0,0,67,64
"778",0,1,2,0,0,0,1,0,76,55
"779",0,1,2,0,0,0,0,0,58,9
"780",0,0,3,0,1,0,1,0,22,0
"781",0,1,1,0,1,0,0,0,32,0
"782",0,1,3,0,0,0,1,0,64,0
"783",0,0,3,0,0,0,1,0,75,9
"784",0,1,4,0,1,0,0,0,31,91
"785",0,0,3,0,1,0,0,0,57,0
"786",0,1,3,0,1,0,1,0,73,0
"787",0,0,3,0,0,0,1,0,74,27
"788",0,1,3,0,1,0,1,0,69,0
"789",0,0,2,0,0,0,0,1,57,0
"790",0,0,3,0,1,0,0,0,52,0
"791",1,0,2,1,0,0,1,0,65,82
"792",0,1,2,0,0,0,1,0,65,9
"793",1,0,3,1,1,0,1,0,66,0
"794",0,0,1,0,1,0,0,1,36,0
"795",0,1,3,1,0,0,0,1,29,45
"796",0,1,2,0,1,0,0,0,35,91
"797",0,0,3,0,0,0,1,1,62,73
"798",1,1,2,0,0,0,0,0,56,27
"799",0,1,3,0,0,0,0,0,27,36
"800",0,1,3,0,0,0,1,0,72,73
"801",1,1,4,0,0,0,1,0,71,18
"802",0,1,4,0,1,0,0,0,26,NA
"803",0,0,1,0,1,0,1,0,60,0
"804",0,1,3,0,1,0,1,0,71,9
"805",0,1,2,1,0,0,1,0,77,45
"806",1,0,3,1,0,0,1,1,71,0
"807",0,0,2,0,0,0,1,0,19,18
"808",0,1,2,0,0,0,1,0,78,36
"809",1,0,3,1,0,0,1,1,67,55
"810",0,1,3,0,0,0,1,0,72,45
"811",0,0,2,0,1,0,0,1,52,0
"812",1,0,1,1,1,0,1,1,81,0
"813",0,0,3,1,0,0,0,1,27,45
"814",1,0,3,0,0,0,1,0,75,0
"815",1,0,4,1,0,0,1,1,73,45
"816",0,1,3,0,1,0,1,0,74,36
"817",1,0,3,0,1,0,1,0,65,0
"818",1,0,4,0,1,0,0,0,49,0
"819",1,0,3,1,1,0,0,1,31,0
"820",1,0,2,1,1,0,1,0,62,0
"821",1,1,3,0,0,0,1,0,69,0
"822",0,1,3,0,0,0,1,0,71,73
"823",0,1,3,0,0,0,0,0,57,64
"824",0,0,3,0,1,0,1,0,26,0
"825",1,0,2,1,0,0,0,1,64,0
"826",0,0,3,0,0,0,0,0,57,45
"827",0,0,3,0,0,0,0,0,36,64
"828",0,1,3,0,0,0,1,0,73,0
"829",0,1,3,0,1,0,0,0,27,0
"830",0,0,3,0,1,0,1,0,22,36
"831",1,0,2,0,1,0,0,0,36,27
"832",0,0,2,0,0,0,0,1,31,0
"833",0,1,2,0,1,0,0,0,35,45
"834",0,0,3,1,0,0,0,1,35,36
"835",1,0,1,1,1,1,0,1,35,0
"836",0,1,4,0,0,0,1,0,75,0
"837",0,1,3,0,1,0,1,0,68,18
"838",0,1,3,0,1,0,1,0,68,0
"839",0,0,2,0,0,0,0,1,25,91
"840",1,0,3,1,0,0,1,1,70,9
"841",0,1,3,0,0,0,1,0,71,55
"842",1,1,2,0,1,0,0,1,47,45
"843",0,0,2,0,1,0,0,0,43,0
"844",0,1,2,0,1,0,1,0,74,9
"845",0,0,2,1,0,0,1,0,22,18
"846",0,0,4,1,0,0,0,1,28,36
"847",1,0,1,0,0,0,0,0,35,45
"848",1,0,3,1,0,0,1,1,60,0
"849",1,1,4,0,0,0,1,0,73,45
"850",0,0,3,1,0,0,1,1,21,27
"851",1,1,4,0,1,0,1,0,66,9
"852",0,1,3,0,0,0,0,1,33,0
"853",0,1,2,0,1,0,0,1,27,0
"854",1,1,4,0,0,0,0,0,68,73
"855",0,0,3,0,0,0,0,0,22,0
"856",1,0,3,1,0,0,0,1,61,0
"857",0,1,4,0,0,0,0,0,31,55
"858",0,1,3,0,0,0,1,1,70,9
"859",0,1,2,0,0,0,1,0,65,18
"860",1,0,1,1,0,0,1,1,62,55
"861",0,0,4,1,1,0,0,1,47,73
"862",0,1,3,0,0,0,1,0,69,9
"863",0,1,3,0,0,1,1,0,73,9
"864",1,1,4,0,1,0,1,0,70,9
"865",0,1,2,0,0,0,1,0,73,0
"866",0,1,4,0,0,0,1,0,69,0
"867",0,1,1,0,1,1,1,0,72,73
"868",0,0,4,0,1,0,0,1,28,0
"869",1,0,3,0,0,0,0,0,43,9
"870",0,0,3,0,1,0,1,1,78,0
"871",1,0,3,0,1,0,1,0,68,9
"872",1,1,3,0,0,0,1,0,75,9
"873",1,0,3,0,1,0,1,1,70,0
"874",0,1,2,0,0,0,1,0,73,0
"875",0,1,3,0,1,0,1,0,91,27
"876",0,0,3,1,1,0,1,0,69,27
"877",1,0,4,0,0,1,1,0,74,82
"878",0,1,4,0,0,0,1,0,64,45
"879",0,1,3,0,0,0,1,0,69,0
"880",0,1,2,0,1,0,0,0,42,0
"881",1,0,3,0,1,0,1,0,67,9
"882",0,0,3,0,1,0,1,1,24,0
"883",0,1,3,0,0,0,1,0,72,9
"884",0,1,3,0,1,0,1,0,67,0
"885",0,1,3,0,1,0,1,0,68,0
"886",1,0,3,1,0,0,1,1,50,NA
"887",1,1,3,0,1,0,1,0,37,82
"888",0,1,2,0,1,0,1,0,75,55
"889",0,0,3,0,1,0,0,0,25,18
"890",1,1,2,0,0,0,1,0,69,9
"891",0,0,1,1,0,0,0,0,25,0
"892",1,0,3,0,0,0,1,0,73,82
"893",1,1,4,0,0,0,0,0,57,91
"894",0,1,2,0,1,0,1,1,29,64
"895",0,0,3,0,1,0,0,0,58,36
"896",0,1,4,0,1,0,1,0,68,82
"897",1,1,3,0,0,0,0,0,43,27
"898",0,1,4,0,1,0,0,0,35,91
"899",0,0,4,1,1,0,0,0,36,0
"900",1,0,3,1,0,0,0,1,35,82
"901",0,0,3,0,1,0,0,0,50,73
"902",1,0,3,1,1,0,1,0,26,0
"903",1,0,3,1,0,0,0,1,41,0
"904",0,0,2,0,0,0,0,0,33,0
"905",1,1,3,0,0,0,1,0,47,9
"906",1,0,2,1,0,0,0,1,32,9
"907",1,0,3,1,0,0,1,0,48,45
"908",0,0,4,0,0,1,1,0,21,0
"909",0,0,2,0,1,0,1,0,23,0
"910",1,1,4,1,0,0,1,0,35,36
"911",1,0,3,0,1,0,1,1,22,0
"912",0,0,2,1,0,0,1,0,47,18
"913",1,0,2,1,0,0,0,1,46,45
"914",1,0,2,1,0,0,1,1,32,0
"915",1,0,3,1,0,0,1,1,48,NA
"916",1,1,2,0,1,0,0,0,33,0
"917",1,0,1,1,1,0,1,0,32,0
"918",1,1,4,0,1,0,1,0,71,0
"919",0,0,3,1,0,0,0,1,20,9
"920",1,0,3,1,1,0,1,1,24,55
"921",0,0,4,1,1,1,1,1,34,0
"922",1,0,4,1,0,0,1,1,23,0
"923",1,0,3,1,1,0,1,1,23,64
"924",1,1,2,0,1,1,1,1,32,NA
"925",0,1,3,0,1,1,1,1,43,0
"926",1,1,4,0,1,0,1,1,55,0
"927",0,0,3,0,0,0,1,1,26,36
"928",0,0,3,0,0,1,0,1,24,55
"929",1,1,2,1,1,0,0,0,33,82
"930",1,1,3,1,1,0,0,1,32,0
"931",0,0,1,1,1,1,0,1,28,64
"932",1,0,4,1,0,0,1,0,68,18
"933",1,1,3,0,0,0,1,1,35,0
"934",0,0,4,1,1,1,1,0,47,91
"935",1,1,3,0,1,0,1,0,59,0
"936",0,0,2,1,0,0,1,0,22,55
"937",1,1,2,0,0,0,1,0,55,36
"938",0,0,2,0,0,0,0,0,37,9
"939",1,0,2,1,1,0,1,1,23,9
"940",1,0,3,0,1,0,0,0,28,0
"941",0,0,2,0,1,0,1,0,26,0
"942",1,0,4,1,0,0,0,1,34,36
"943",1,1,3,0,1,0,1,1,37,45
"944",0,0,4,0,0,0,0,0,21,64
"945",0,0,2,0,0,0,1,1,49,0
"946",0,0,3,1,0,0,0,1,34,0
"947",0,0,4,0,1,0,1,0,75,45
"948",1,0,2,1,0,0,1,0,27,45
"949",0,0,3,1,0,0,0,1,52,18
"950",0,0,3,1,1,0,0,0,29,18
"951",0,0,3,1,0,0,0,1,23,0
"952",1,1,2,1,1,0,1,0,39,9
"953",0,0,4,0,1,0,0,0,30,73
"954",1,0,3,0,0,0,1,0,48,0
"955",0,0,2,1,1,0,1,0,54,0
"956",0,1,3,0,0,0,0,1,41,18
"957",1,1,3,0,1,0,0,0,27,0
"958",0,0,2,0,0,0,1,1,77,0
"959",0,1,3,0,1,0,1,0,76,45
"960",0,0,2,1,1,0,1,1,26,9
"961",0,1,3,0,1,0,0,0,49,0
"962",1,1,3,0,1,0,0,0,61,0
"963",1,0,3,0,0,0,1,0,65,55
"964",0,1,3,0,1,0,0,0,28,82
"965",0,1,2,0,1,0,1,0,67,0
"966",0,1,2,0,1,0,0,0,55,91
"967",0,1,3,1,0,0,1,1,51,18
"968",0,0,2,1,0,0,1,1,57,NA
"969",1,0,4,0,0,0,0,0,34,0
"970",1,0,3,0,0,0,0,1,36,0
"971",1,0,4,0,1,0,1,0,49,0
"972",0,0,2,0,0,0,1,0,46,0
"973",0,1,3,0,1,0,0,0,55,36
"974",1,1,4,0,0,0,1,1,72,64
"975",1,0,3,1,0,0,0,1,28,0
"976",1,1,1,0,0,0,0,0,53,45
"977",1,0,3,1,1,0,0,1,27,64
"978",1,1,3,0,1,0,0,0,32,91
"979",0,0,2,0,1,0,0,1,31,18
"980",0,0,2,0,0,0,0,1,30,82
"981",1,0,3,1,0,0,1,1,30,NA
"982",0,1,1,0,1,0,0,0,34,9
"983",0,0,2,1,0,0,0,0,56,36
"984",0,0,2,1,0,0,1,1,76,73
"985",1,0,4,0,1,0,1,0,51,0
"986",1,1,3,0,1,0,1,1,46,0
"987",1,0,2,0,1,0,0,0,34,NA
"988",1,0,4,0,1,1,0,1,45,0
"989",1,0,4,0,0,0,1,0,39,0
"990",0,0,2,0,0,0,0,0,22,NA
"991",1,1,3,0,1,0,0,1,32,45
"992",0,1,3,1,1,0,1,0,75,18
"993",1,1,4,0,1,0,0,1,54,73
"994",1,1,3,0,1,0,1,0,40,NA
"995",0,1,3,0,1,0,1,0,42,45
"996",1,0,4,1,0,1,0,0,40,45
"997",1,0,1,0,0,0,1,1,51,9
"998",0,0,2,1,0,0,1,1,49,NA
"999",0,1,3,0,0,0,0,0,48,82
"1000",0,1,4,1,0,0,0,0,45,91
"1001",1,0,3,1,0,0,1,1,22,18
"1002",1,0,4,1,0,1,1,1,42,9
"1003",1,0,3,1,0,0,1,1,36,27
"1004",0,1,1,0,1,0,1,0,41,82
"1005",1,0,3,0,0,0,1,1,49,9
"1006",1,0,3,0,1,0,0,1,31,0
"1007",1,0,4,0,1,0,1,0,25,NA
"1008",1,1,3,0,1,0,1,0,52,0
"1009",1,0,2,1,1,0,1,1,24,0
"1010",0,0,3,0,1,0,0,0,34,64
"1011",1,1,4,1,1,0,1,0,28,91
"1012",1,1,4,0,0,0,0,0,39,82
"1013",1,0,4,0,1,0,0,0,32,18
"1014",1,0,4,0,1,0,1,0,21,55
"1015",0,0,2,0,0,0,1,1,41,9
"1016",1,0,4,0,1,0,1,1,59,0
"1017",1,0,3,0,1,0,1,0,25,9
"1018",0,0,4,1,0,0,1,1,57,64
"1019",1,1,2,0,1,0,1,1,54,18
"1020",1,1,3,1,1,0,1,1,42,36
"1021",0,0,3,1,0,0,1,1,56,0
"1022",1,1,2,1,0,0,0,1,51,45
"1023",0,0,2,1,0,0,0,0,33,82
"1024",0,1,4,0,0,0,1,0,81,0
"1025",1,1,3,0,1,0,1,0,49,0
"1026",1,1,4,1,0,0,0,1,37,64
"1027",1,0,3,0,0,0,1,1,35,27
"1028",1,1,3,0,1,0,1,0,44,NA
"1029",1,0,3,0,1,0,1,0,42,0
"1030",1,1,3,0,1,0,1,0,59,18
"1031",1,0,4,0,1,0,1,0,28,27
"1032",1,0,2,1,1,1,0,1,32,0
"1033",0,0,4,0,1,1,1,1,50,0
"1034",1,0,3,1,0,0,0,1,57,9
"1035",0,0,4,1,0,0,1,1,40,0
"1036",1,0,3,0,1,0,0,1,24,45
"1037",1,1,3,0,1,0,1,0,55,36
"1038",0,0,4,0,1,0,0,1,35,0
"1039",1,0,4,1,0,0,0,0,39,0
"1040",1,1,3,0,0,0,1,1,46,0
"1041",0,1,2,0,0,1,1,0,60,0
"1042",1,0,3,1,0,0,1,0,60,0
"1043",1,1,2,1,0,0,0,0,41,NA
"1044",1,1,1,0,0,0,1,1,40,0
"1045",0,0,4,1,1,0,0,0,53,0
"1046",1,1,4,0,0,1,1,1,43,45
"1047",1,0,3,1,1,0,1,1,22,0
"1048",1,1,2,0,1,0,1,0,35,27
"1049",1,0,4,0,1,0,0,0,45,NA
"1050",1,1,1,0,0,0,0,0,36,45
"1051",1,0,1,1,1,0,0,1,39,0
"1052",1,0,4,1,1,0,0,0,42,82
"1053",0,0,3,0,0,0,0,0,37,9
"1054",0,0,2,1,0,0,1,1,43,0
"1055",0,0,3,1,0,0,0,1,53,0
"1056",1,0,2,1,1,0,0,0,60,0
"1057",1,1,3,0,0,0,0,0,42,0
"1058",1,0,2,0,1,0,1,1,45,0
"1059",1,0,2,0,0,0,0,0,36,27
"1060",1,0,3,0,1,0,1,1,26,0
"1061",1,1,3,0,1,0,1,0,49,45
"1062",1,0,3,0,1,0,1,1,25,27
"1063",1,1,3,0,0,0,1,0,67,0
"1064",1,0,3,1,0,0,1,1,49,55
"1065",1,1,3,0,1,0,1,0,38,9
"1066",1,1,3,0,0,0,1,1,55,27
"1067",1,0,3,0,1,0,0,0,51,0
"1068",1,1,4,0,0,0,0,0,40,0
"1069",0,0,2,1,1,0,1,1,36,36
"1070",0,0,4,0,1,0,1,1,23,36
"1071",0,0,1,1,0,0,0,0,54,55
"1072",0,0,3,1,1,0,1,0,28,82
"1073",1,0,3,0,0,0,0,1,27,0
"1074",1,0,4,1,0,0,1,1,49,9
"1075",0,0,2,1,0,0,1,0,20,0
"1076",1,0,4,1,0,0,1,1,58,0
"1077",1,1,3,0,0,0,1,0,40,0
"1078",1,1,3,0,0,0,0,0,40,NA
"1079",1,0,3,0,0,0,1,0,29,9
"1080",1,1,3,0,1,0,1,0,57,9
"1081",1,0,3,1,0,0,1,0,45,82
"1082",1,1,3,0,0,0,1,1,49,9
"1083",1,0,2,1,0,0,1,1,32,91
"1084",0,1,2,0,1,1,0,1,73,18
"1085",1,0,3,1,0,0,0,1,58,9
"1086",1,1,3,1,1,0,1,0,45,45
"1087",1,0,3,0,0,0,1,1,37,0
"1088",1,0,2,0,1,0,0,0,56,18
"1089",1,1,4,0,0,0,1,0,61,45
"1090",1,0,2,0,0,0,0,1,45,45
"1091",0,1,4,0,0,0,1,0,75,27
"1092",1,0,3,1,0,0,0,0,46,64
"1093",0,1,4,0,0,0,0,0,39,45
"1094",1,0,3,1,0,0,0,1,49,0
"1095",0,0,3,0,1,0,1,0,38,64
"1096",1,1,3,1,0,0,1,1,29,64
"1097",1,0,2,0,0,0,0,1,27,NA
"1098",1,1,3,1,0,0,1,0,32,91
"1099",1,1,2,0,1,0,1,0,58,45
"1100",1,0,2,0,0,0,0,1,51,18
"1101",1,1,3,1,0,0,0,1,53,NA
"1102",1,1,3,0,1,0,1,0,58,18
"1103",1,0,3,1,0,0,0,1,55,0
"1104",0,1,2,1,0,0,0,1,65,0
"1105",0,1,3,0,1,0,1,0,68,82
"1106",1,0,4,0,0,0,0,0,54,91
"1107",0,1,2,1,0,0,0,0,55,45
"1108",1,1,1,1,1,1,1,1,31,0
"1109",0,1,4,1,0,0,1,0,52,9
"1110",0,1,4,0,0,0,1,0,50,0
"1111",1,1,4,0,0,0,1,1,28,0
"1112",1,0,3,0,1,0,1,0,22,NA
"1113",1,1,4,0,0,0,1,0,58,36
"1114",1,0,3,0,0,0,1,0,27,91
"1115",1,1,4,0,1,0,1,1,45,0
"1116",0,1,4,0,0,0,0,1,58,NA
"1117",1,1,1,0,0,0,0,0,39,64
"1118",1,0,2,1,0,0,0,1,41,0
"1119",1,1,2,0,1,0,1,1,32,0
"1120",0,0,2,1,0,0,1,0,21,36
"1121",1,0,3,1,0,0,0,1,34,NA
"1122",1,1,4,0,1,0,0,0,42,9
"1123",0,0,3,0,0,0,1,1,24,9
"1124",1,1,2,1,0,0,1,0,39,0
"1125",0,1,2,0,0,0,0,1,50,55
"1126",1,0,3,0,0,0,1,0,32,9
"1127",0,1,3,1,0,0,0,1,38,0
"1128",1,0,2,1,1,0,0,0,35,55
"1129",1,0,2,0,0,0,0,0,38,45
"1130",1,0,2,1,1,0,0,0,41,0
"1131",0,0,3,1,0,0,0,0,24,45
"1132",0,0,3,1,0,0,0,0,28,73
"1133",1,0,4,0,0,0,0,0,46,9
"1134",1,0,3,0,0,0,0,1,42,0
"1135",0,0,2,1,0,0,0,1,20,9
"1136",0,1,3,0,0,0,0,0,58,0
"1137",1,0,3,0,0,0,0,1,36,45
"1138",0,0,3,0,1,0,0,0,37,55
"1139",0,0,3,1,1,0,0,0,24,64
"1140",1,0,3,1,0,0,0,0,44,0
"1141",1,1,3,1,1,0,0,1,48,NA
"1142",1,1,2,0,0,0,1,0,59,45
"1143",1,0,3,1,0,0,0,1,48,0
"1144",1,1,4,0,0,0,0,0,50,45
"1145",1,0,3,1,1,0,1,1,23,91
"1146",1,0,2,0,0,0,0,1,31,NA
"1147",0,1,2,0,0,0,0,0,44,0
"1148",1,0,1,1,0,0,1,0,47,0
"1149",1,0,2,0,0,0,0,1,51,0
"1150",1,1,3,0,1,0,1,0,44,9
"1151",1,0,4,0,0,0,0,1,47,0
"1152",1,1,3,0,1,0,0,0,46,9
"1153",1,0,3,0,0,0,0,1,35,0
"1154",1,1,4,0,0,0,1,0,48,45
"1155",1,0,4,0,1,0,1,0,26,0
"1156",1,0,4,1,0,0,0,1,32,27
"1157",1,1,3,0,1,0,0,0,30,45
"1158",0,1,3,0,1,0,0,0,26,82
"1159",1,0,3,1,0,0,0,1,34,0
"1160",1,1,3,0,1,0,0,0,34,NA
"1161",0,1,3,0,1,0,1,0,68,18
"1162",0,0,2,0,1,0,0,1,38,55
"1163",1,0,3,0,0,0,0,0,29,55
"1164",1,0,3,0,0,0,1,0,62,0
"1165",0,1,4,0,0,0,0,0,59,91
"1166",1,0,3,0,1,0,0,1,49,0
"1167",0,1,2,0,1,0,0,0,34,0
"1168",0,1,3,0,0,1,0,0,51,45
"1169",1,1,3,0,1,0,0,0,44,18
"1170",1,0,3,1,0,0,0,1,43,NA
"1171",1,0,3,1,1,0,0,0,35,NA
"1172",1,0,3,1,0,1,0,1,44,82
"1173",1,0,4,1,0,0,1,1,41,18
"1174",1,1,2,0,1,0,0,0,44,18
"1175",1,1,3,0,1,0,1,0,43,36
"1176",1,0,4,1,0,0,1,1,29,45
"1177",1,0,3,0,1,0,0,0,50,9
